word,frequency,genre
true,5,blues
love,65,blues
goneha,2,blues
play,4,blues
fool,3,blues
im,113,blues
turnin,3,blues
tabl,1,blues
playin,2,blues
dirti,6,blues
pool,2,blues
said,30,blues
call,12,blues
shot,3,blues
darlin,9,blues
friend,18,blues
thought,5,blues
wa,33,blues
cool,4,blues
babi,137,blues
yeah,19,blues
eightbal,1,blues
knew,3,blues
say,9,blues
lifelif,2,blues
game,2,blues
give,11,blues
take,18,blues
tellin,1,blues
thing,28,blues
right,25,blues
littl,41,blues
wont,20,blues
pay,3,blues
mistak,1,blues
mari,1,blues
lamb,2,blues
fleec,1,blues
white,1,blues
snow,1,blues
everywher,3,blues
child,3,blues
went,9,blues
sure,9,blues
go,35,blues
follow,2,blues
school,2,blues
day,23,blues
broke,1,blues
teacher,1,blues
time,69,blues
tisket,1,blues
tasket,1,blues
green,2,blues
yellow,1,blues
basket,1,blues
sent,1,blues
letter,2,blues
way,30,blues
past,2,blues
well,33,blues
heard,4,blues
givin,1,blues
sight,1,blues
blind,1,blues
lovin,4,blues
caus,11,blues
sun,6,blues
shine,4,blues
sweet,17,blues
pride,5,blues
joy,5,blues
lover,6,blues
boy,18,blues
heart,13,blues
soul,5,blues
like,28,blues
grow,3,blues
old,17,blues
long,15,blues
lean,2,blues
mess,2,blues
see,27,blues
man,34,blues
get,34,blues
mean,9,blues
finest,1,blues
wine,2,blues
stick,1,blues
end,6,blues
struck,7,blues
must,1,blues
confess,1,blues
life,9,blues
without,1,blues
solid,1,blues
thinkin,1,blues
bout,10,blues
thrill,1,blues
gotta,6,blues
fill,1,blues
ya,3,blues
know,32,blues
still,6,blues
rememb,1,blues
let,12,blues
make,13,blues
feel,17,blues
forget,3,blues
swore,1,blues
ton,1,blues
brick,1,blues
hit,3,blues
head,5,blues
aint,17,blues
yet,3,blues
everi,12,blues
fine,3,blues
beatin,1,blues
crazi,5,blues
blood,1,blues
runnin,2,blues
wild,1,blues
mighti,2,blues
got,60,blues
spark,3,blues
start,2,blues
flyin,1,blues
meet,3,blues
tell,13,blues
knock,3,blues
foot,6,blues
kiss,2,blues
trip,1,blues
theyr,2,blues
doggon,3,blues
beat,2,blues
floodin,2,blues
texa,2,blues
telephon,2,blues
line,4,blues
tryin,2,blues
lord,29,blues
singl,1,blues
sound,1,blues
dark,8,blues
cloud,2,blues
rollin,3,blues
standin,5,blues
rain,5,blues
flood,2,blues
water,2,blues
keep,16,blues
drive,5,blues
poor,6,blues
insan,1,blues
leavin,4,blues
goin,13,blues
back,25,blues
home,18,blues
stay,24,blues
tornado,1,blues
mewhat,2,blues
world,7,blues
wrong,10,blues
woke,3,blues
mornintroubl,1,blues
knockin,3,blues
door,14,blues
wonder,5,blues
what,3,blues
troublegreat,2,blues
big,3,blues
troubl,15,blues
ye,14,blues
macondont,1,blues
wanna,5,blues
id,5,blues
better,12,blues
itlet,2,blues
pa,6,blues
sometimehow,1,blues
gonna,30,blues
last,23,blues
goodby,9,blues
hangin,1,blues
round,5,blues
hereworri,1,blues
knockintroubl,2,blues
knockinc,1,blues
kind,2,blues
mama,38,blues
anyth,3,blues
evilheart,1,blues
woman,27,blues
oooh,1,blues
realli,2,blues
stand,5,blues
leav,14,blues
aaint,1,blues
mister,3,blues
johnson,1,blues
drink,3,blues
worri,5,blues
treat,12,blues
begin,2,blues
think,13,blues
oh,20,blues
babe,11,blues
break,4,blues
soandso,1,blues
name,4,blues
kindheart,2,blues
studi,3,blues
evil,8,blues
kill,6,blues
mind,17,blues
person,4,blues
want,11,blues
fun,5,blues
come,38,blues
friar,6,blues
point,6,blues
barrelhous,4,blues
night,32,blues
vicksburg,4,blues
clean,4,blues
tennesse,4,blues
rider,10,blues
hop,2,blues
gon,13,blues
state,4,blues
color,5,blues
front,4,blues
teeth,4,blues
crown,5,blues
gold,7,blues
mortgag,2,blues
bodi,7,blues
lien,2,blues
rosedal,4,blues
side,15,blues
riversid,3,blues
squeez,4,blues
lemon,4,blues
til,8,blues
juic,6,blues
run,15,blues
leg,8,blues
talk,7,blues
that,8,blues
rock,5,blues
drum,1,blues
march,1,blues
close,4,blues
walk,6,blues
shadow,1,blues
danc,4,blues
ghost,1,blues
look,21,blues
jimmi,7,blues
scare,1,blues
river,7,blues
rat,5,blues
jehosophat,5,blues
boyhood,1,blues
mumblypeg,1,blues
six,1,blues
inch,1,blues
bowi,1,blues
blade,3,blues
top,1,blues
redw,1,blues
kicker,1,blues
muddi,1,blues
slipperi,1,blues
grade,3,blues
fever,1,blues
pitch,1,blues
savannah,1,blues
grand,1,blues
daddi,4,blues
lay,5,blues
ghosti,1,blues
face,6,blues
ate,1,blues
kitchen,7,blues
floor,1,blues
womanmum,1,blues
threw,1,blues
dinner,1,blues
plate,1,blues
drunken,1,blues
dad,2,blues
would,17,blues
cop,1,blues
beer,8,blues
eye,6,blues
soar,1,blues
shout,2,blues
revel,1,blues
boychild,1,blues
ten,1,blues
heaven,3,blues
wrap,1,blues
bloodi,1,blues
finger,2,blues
shineey,1,blues
zen,2,blues
sholi,2,blues
neither,1,blues
u,2,blues
whod,1,blues
pop,1,blues
sink,1,blues
lake,1,blues
fast,1,blues
enough,2,blues
bow,1,blues
string,2,blues
cri,22,blues
tomorrow,8,blues
shake,21,blues
cold,3,blues
summer,1,blues
salli,2,blues
slip,2,blues
away,29,blues
left,9,blues
open,2,blues
wide,1,blues
word,1,blues
hard,1,blues
luck,2,blues
took,2,blues
toll,1,blues
blame,1,blues
none,7,blues
today,8,blues
might,8,blues
fare,1,blues
girl,19,blues
hope,3,blues
settl,1,blues
roam,2,blues
prayer,4,blues
guid,1,blues
three,11,blues
year,6,blues
chang,1,blues
sinc,10,blues
held,1,blues
near,1,blues
road,16,blues
seen,4,blues
hair,2,blues
ill,10,blues
hobo,1,blues
son,3,blues
whittl,1,blues
hour,1,blues
memori,2,blues
carv,1,blues
hand,10,blues
dear,4,blues
find,5,blues
milk,10,blues
cow,7,blues
earth,3,blues
ooo,4,blues
eee,3,blues
calf,3,blues
hoo,12,blues
blue,21,blues
hungri,3,blues
believ,11,blues
need,5,blues
suck,3,blues
outta,1,blues
milkin,1,blues
churnin,1,blues
turn,5,blues
cryin,7,blues
pleas,17,blues
nowhow,1,blues
ramblin,7,blues
hee,1,blues
mile,2,blues
around,15,blues
bull,1,blues
strang,1,blues
town,15,blues
possess,2,blues
judgment,2,blues
wouldnt,4,blues
pray,1,blues
mountain,2,blues
far,4,blues
could,10,blues
lonesom,4,blues
roll,7,blues
tumbl,3,blues
whole,2,blues
morn,11,blues
biscuit,1,blues
roller,1,blues
gone,22,blues
fold,2,blues
arm,3,blues
slowli,2,blues
done,13,blues
yo,1,blues
set,2,blues
knee,5,blues
shed,2,blues
tear,2,blues
broken,2,blues
famili,2,blues
glass,2,blues
whiskey,3,blues
anoth,7,blues
ha,4,blues
nowher,1,blues
much,1,blues
stop,1,blues
tri,7,blues
meant,3,blues
told,4,blues
grab,1,blues
suitcas,1,blues
kid,1,blues
place,4,blues
itch,1,blues
wander,4,blues
grey,1,blues
wrinkl,1,blues
arent,1,blues
behind,4,blues
lose,1,blues
mayb,3,blues
tonight,5,blues
reach,1,blues
neck,3,blues
promis,3,blues
shoebox,1,blues
full,1,blues
bone,1,blues
lie,1,blues
crow,1,blues
anyon,1,blues
whatev,1,blues
happen,2,blues
fall,2,blues
wheel,1,blues
fiddl,1,blues
tune,1,blues
devil,3,blues
heel,1,blues
wobbl,1,blues
sing,9,blues
bird,5,blues
mumbl,1,blues
moan,5,blues
wake,2,blues
damn,1,blues
wish,4,blues
magic,1,blues
dream,7,blues
saw,2,blues
scream,1,blues
couldnt,4,blues
movin,2,blues
fallin,5,blues
hail,4,blues
umm,1,blues
mmm,31,blues
worryin,1,blues
hellhound,3,blues
trail,3,blues
christma,5,blues
eve,3,blues
aw,1,blues
huh,2,blues
sprinkl,2,blues
hot,4,blues
powder,2,blues
hmm,6,blues
wind,4,blues
risin,4,blues
leaf,2,blues
tremblin,3,blues
tree,3,blues
compani,3,blues
hey,23,blues
earli,4,blues
mornin,8,blues
upon,2,blues
whoooo,4,blues
hello,1,blues
satan,1,blues
walkin,5,blues
satisfi,1,blues
dog,3,blues
doin,1,blues
dontcha,1,blues
musta,1,blues
spirit,2,blues
deep,2,blues
ground,6,blues
may,10,blues
buri,4,blues
highway,3,blues
care,5,blues
dead,2,blues
greyhound,1,blues
bu,1,blues
ride,3,blues
kati,9,blues
cellar,1,blues
clover,1,blues
soft,2,blues
low,5,blues
mother,4,blues
hold,1,blues
hear,11,blues
die,5,blues
use,2,blues
boneyard,1,blues
laid,3,blues
deed,2,blues
quit,7,blues
sharpen,3,blues
razor,3,blues
pick,4,blues
piec,5,blues
moonless,3,blues
pocket,3,blues
sorrow,1,blues
final,1,blues
silenc,1,blues
wood,1,blues
god,5,blues
late,3,blues
steel,1,blues
across,2,blues
suffer,5,blues
train,11,blues
corner,1,blues
hang,3,blues
carri,7,blues
ash,2,blues
dust,2,blues
show,3,blues
trust,1,blues
wreck,1,blues
engin,1,blues
fireman,1,blues
bring,3,blues
smokecloud,2,blues
rise,2,blues
west,3,blues
best,2,blues
sky,1,blues
rambl,2,blues
hate,3,blues
unkind,2,blues
stone,6,blues
passway,4,blues
seem,3,blues
pain,1,blues
taken,4,blues
appetit,1,blues
whistl,2,blues
enemi,3,blues
betray,2,blues
overtaken,2,blues
bob,5,blues
ere,1,blues
certainli,1,blues
howl,3,blues
truck,2,blues
block,4,blues
asham,1,blues
book,3,blues
lone,6,blues
mountainsid,1,blues
bottom,5,blues
hundr,3,blues
worn,1,blues
smooth,1,blues
grandmoth,1,blues
sit,7,blues
chair,2,blues
wait,2,blues
fear,1,blues
light,6,blues
dusti,1,blues
dri,4,blues
bucket,2,blues
rope,2,blues
whenc,1,blues
came,2,blues
hadnt,3,blues
someon,3,blues
figur,1,blues
lower,1,blues
gun,4,blues
shoot,7,blues
middl,1,blues
claw,1,blues
stare,1,blues
good,25,blues
spare,2,blues
mistreat,3,blues
reason,2,blues
wring,1,blues
bear,1,blues
apolog,1,blues
sympath,2,blues
brown,3,blues
skin,1,blues
ay,2,blues
yowhi,1,blues
opinion,1,blues
watch,3,blues
harm,1,blues
basebal,1,blues
cap,3,blues
flannel,1,blues
voodoo,1,blues
doll,1,blues
sweat,1,blues
guitar,2,blues
crook,1,blues
brow,1,blues
besid,1,blues
wisecrack,1,blues
mouth,1,blues
tip,1,blues
bottl,1,blues
pour,1,blues
capman,3,blues
bootman,3,blues
horizont,1,blues
bar,8,blues
whip,1,blues
high,2,blues
note,2,blues
frantic,1,blues
skip,1,blues
manic,1,blues
songwrit,1,blues
pulleddown,1,blues
rhyme,1,blues
leaveem,1,blues
halfway,1,blues
surpris,1,blues
twice,5,blues
music,1,blues
boil,1,blues
rice,1,blues
sens,1,blues
bazooka,1,blues
buddha,1,blues
joe,1,blues
cornmeal,1,blues
fli,1,blues
land,1,blues
boot,1,blues
coat,1,blues
box,1,blues
song,1,blues
wrote,3,blues
hell,1,blues
fault,6,blues
callin,1,blues
ooh,2,blues
chanc,2,blues
prove,1,blues
travelin,1,blues
made,6,blues
alon,4,blues
realiz,1,blues
cmon,1,blues
gal,1,blues
waaaaaaah,1,blues
nobodi,6,blues
els,4,blues
hahaha,1,blues
your,7,blues
cookin,1,blues
jive,1,blues
honey,2,blues
workin,2,blues
pot,1,blues
ga,1,blues
uh,1,blues
peopl,17,blues
money,3,blues
spend,1,blues
monday,1,blues
dollar,3,blues
plenti,2,blues
gather,1,blues
soon,5,blues
empti,1,blues
found,3,blues
lowdown,6,blues
sorri,1,blues
papa,4,blues
taught,2,blues
rowdi,1,blues
jail,2,blues
answer,2,blues
bail,1,blues
hous,4,blues
haunt,1,blues
forti,1,blues
corn,3,blues
liquor,1,blues
surround,3,blues
pretti,2,blues
ach,1,blues
wouldv,1,blues
listen,2,blues
gambl,1,blues
dig,5,blues
hole,3,blues
meadow,1,blues
pale,1,blues
toward,1,blues
bread,1,blues
whiski,1,blues
mmmmm,4,blues
ah,5,blues
fell,4,blues
tore,2,blues
upsid,2,blues
travel,1,blues
shakin,2,blues
chill,2,blues
preach,1,blues
em,4,blues
achin,2,blues
diseas,2,blues
consumpt,1,blues
degre,1,blues
studyin,1,blues
stilry1,1,blues
sometim,3,blues
live,8,blues
countri,1,blues
grave,1,blues
notion,1,blues
jump,1,blues
drown,2,blues
gamblin,1,blues
wife,2,blues
firesid,1,blues
iren,14,blues
goodnight,13,blues
ask,3,blues
young,1,blues
born,1,blues
till,1,blues
sea,3,blues
morphin,2,blues
sugar,26,blues
granul,2,blues
eas,3,blues
miseri,1,blues
new,2,blues
braggin,4,blues
read,3,blues
someth,2,blues
bootlegg,1,blues
sell,2,blues
four,5,blues
five,1,blues
pound,1,blues
coffe,2,blues
tea,2,blues
along,3,blues
serf,4,blues
livin,1,blues
pack,2,blues
doctor,5,blues
put,3,blues
cream,2,blues
alcohol,3,blues
sleep,1,blues
nerv,1,blues
bad,9,blues
lookin,1,blues
san,1,blues
anton,1,blues
california,1,blues
even,5,blues
nice,1,blues
tavern,1,blues
seat,2,blues
everybodi,5,blues
gay,1,blues
sat,1,blues
first,3,blues
ohh,1,blues
boogiewoogi,2,blues
anyhow,1,blues
hast,1,blues
street,1,blues
talkin,2,blues
henri,1,blues
swing,1,blues
club,1,blues
decid,1,blues
drop,1,blues
havin,1,blues
ball,2,blues
boogi,1,blues
chillun,1,blues
layin,1,blues
n,1,blues
felt,1,blues
boogien,1,blues
mani,2,blues
fallen,3,blues
waysid,2,blues
grace,1,blues
torn,1,blues
asund,1,blues
buckl,2,blues
thou,4,blues
save,5,blues
offer,1,blues
wayward,1,blues
sinner,1,blues
confus,1,blues
waver,1,blues
faith,1,blues
quiet,1,blues
understand,1,blues
weight,1,blues
cross,1,blues
hearken,2,blues
voic,2,blues
kingdom,2,blues
merci,3,blues
gave,2,blues
continu,1,blues
step,1,blues
embrac,1,blues
crossroad,8,blues
yeoo,1,blues
flag,2,blues
eeee,1,blues
sinkin,2,blues
willi,2,blues
east,2,blues
distress,1,blues
oclock,3,blues
dreamin,4,blues
fuss,1,blues
fight,1,blues
ever,2,blues
nightmar,1,blues
eat,1,blues
bite,1,blues
groundhog,2,blues
rootin,2,blues
catch,1,blues
root,3,blues
toadsn,1,blues
frog,1,blues
hip,1,blues
togeth,4,blues
mix,1,blues
whup,1,blues
ol,1,blues
betcha,1,blues
na,1,blues
hog,1,blues
drivin,3,blues
terraplan,3,blues
flash,2,blues
horn,2,blues
blow,2,blues
somebodi,1,blues
batteri,2,blues
machin,1,blues
short,1,blues
connect,3,blues
heist,2,blues
hood,2,blues
bound,2,blues
check,2,blues
oil,2,blues
arkansa,1,blues
coil,1,blues
buzzin,1,blues
gener,1,blues
motor,1,blues
condit,1,blues
charg,1,blues
mr,1,blues
reachin,1,blues
yoo,1,blues
weep,9,blues
tanglin,2,blues
wire,2,blues
mash,1,blues
starter,1,blues
plug,1,blues
fire,1,blues
send,7,blues
spring,2,blues
help,4,blues
unruli,2,blues
wan,2,blues
cut,2,blues
half,1,blues
two,3,blues
special,4,blues
alright,1,blues
pistol,2,blues
gatl,2,blues
ahoh,3,blues
ahah,1,blues
tangl,1,blues
aburn,1,blues
wisconsin,1,blues
bright,1,blues
rest,2,blues
breast,1,blues
jess,5,blues
jame,5,blues
uhuh,1,blues
least,1,blues
johnni,1,blues
dough,1,blues
cat,2,blues
heh,1,blues
guy,1,blues
warn,2,blues
next,1,blues
imma,1,blues
mad,6,blues
work,4,blues
tie,2,blues
gag,1,blues
throat,1,blues
holla,1,blues
bubbl,1,blues
grrr,1,blues
rrr,1,blues
aww,1,blues
yea,1,blues
paid,2,blues
due,2,blues
accus,1,blues
rule,1,blues
lot,1,blues
strong,1,blues
fair,6,blues
deal,6,blues
gulfport,6,blues
island,7,blues
ida,2,blues
bell,2,blues
nickel,2,blues
dime,1,blues
captain,3,blues
camp,3,blues
ring,3,blues
gulf,1,blues
port,1,blues
bourbon,7,blues
scotch,7,blues
drunk,3,blues
mellow,2,blues
feelin,2,blues
real,1,blues
bartend,5,blues
ahha,2,blues
uhm,2,blues
tastin,1,blues
sippin,1,blues
gettin,3,blues
dizzi,2,blues
hardli,2,blues
sip,1,blues
stool,1,blues
rockin,1,blues
wall,2,blues
clock,2,blues
eleven,1,blues
sir,1,blues
drinkin,1,blues
quarter,1,blues
met,5,blues
return,1,blues
salt,2,blues
thee,2,blues
fourth,1,blues
moment,1,blues
marri,3,blues
carpent,3,blues
mine,1,blues
king,1,blues
daughter,1,blues
forsaken,2,blues
grass,1,blues
bank,1,blues
darl,2,blues
ship,3,blues
week,2,blues
began,1,blues
bitterli,1,blues
silver,3,blues
store,2,blues
whose,2,blues
sprung,1,blues
leak,1,blues
sunk,1,blues
rainin,6,blues
outdoor,6,blues
joker,1,blues
lucki,1,blues
stole,1,blues
nation,1,blues
sack,1,blues
throw,1,blues
winter,2,blues
comin,1,blues
slow,1,blues
mood,19,blues
puttin,1,blues
sittin,2,blues
fightin,1,blues
total,1,blues
wast,1,blues
guess,1,blues
truth,1,blues
cannot,1,blues
hide,1,blues
happi,1,blues
lie,19,country
tonight,6,country
dark,3,country
felt,1,country
alon,15,country
tomorrow,6,country
ill,25,country
wake,6,country
still,24,country
lonesom,4,country
caus,36,country
thing,16,country
havent,2,country
chang,12,country
sinc,3,country
gone,8,country
walk,25,country
angri,1,country
word,7,country
spoken,1,country
your,34,country
leavin,1,country
cut,1,country
right,17,country
bone,1,country
pick,3,country
piec,2,country
broken,14,country
find,12,country
strength,3,country
go,40,country
rememb,4,country
love,178,country
held,2,country
long,18,country
old,24,country
memori,14,country
last,9,country
forget,2,country
admit,3,country
aint,16,country
futur,5,country
past,7,country
bank,1,country
river,6,country
stood,3,country
runnin,8,country
bear,8,country
young,5,country
indian,2,country
brave,2,country
side,7,country
maid,1,country
littl,39,country
white,17,country
dove,10,country
wasa,1,country
name,11,country
sight,7,country
see,20,country
tribe,1,country
fought,1,country
could,30,country
big,11,country
sky,7,country
couldnt,8,country
die,9,country
swim,1,country
rage,1,country
wa,21,country
wide,3,country
reach,4,country
wait,4,country
moonlight,1,country
blow,7,country
kiss,11,country
cross,2,country
wave,1,country
heart,57,country
beat,3,country
faster,7,country
water,2,country
swam,1,country
swirl,1,country
stream,3,country
came,3,country
hand,5,country
touch,1,country
lip,3,country
met,2,country
ragin,1,country
pull,2,country
theyll,5,country
alway,16,country
togeth,4,country
happi,21,country
hunt,1,country
ground,7,country
wrong,7,country
mind,12,country
man,32,country
bar,4,country
sit,8,country
keep,23,country
drink,4,country
thought,4,country
stray,1,country
far,5,country
sad,1,country
stori,7,country
ha,3,country
often,1,country
told,5,country
anoth,10,country
till,4,country
control,4,country
tabl,3,country
glass,2,country
bottl,5,country
take,34,country
hold,10,country
eye,9,country
focu,1,country
doe,1,country
search,3,country
content,1,country
might,5,country
hope,1,country
honki,1,country
tonk,1,country
woman,6,country
wine,2,country
shake,5,country
trembl,1,country
even,6,country
though,6,country
like,37,country
leaf,3,country
whirlwind,1,country
ye,8,country
im,71,country
fellow,1,country
famili,1,country
home,15,country
pictur,2,country
other,1,country
cold,3,country
life,30,country
worth,3,country
livin,3,country
given,2,country
million,4,country
reason,9,country
wouldnt,1,country
said,11,country
goodby,5,country
took,4,country
wed,3,country
ring,7,country
tryin,8,country
get,31,country
spend,3,country
time,36,country
itll,2,country
dyin,2,country
done,9,country
friend,4,country
fix,1,country
say,33,country
need,18,country
somebodi,4,country
new,4,country
come,27,country
mean,8,country
nothin,4,country
without,12,country
everybodi,4,country
want,35,country
put,7,country
end,8,country
line,15,country
break,3,country
pain,3,country
tear,12,country
cri,14,country
fallin,1,country
rain,10,country
give,17,country
chanc,10,country
prove,4,country
make,30,country
believ,4,country
stand,5,country
strong,3,country
true,10,country
babi,32,country
somewher,4,country
along,2,country
way,20,country
guess,2,country
lost,9,country
track,2,country
thinkin,6,country
lookin,6,country
back,24,country
hurt,11,country
apolog,1,country
sorri,2,country
final,1,country
realiz,1,country
noth,7,country
lose,1,country
weve,9,country
night,31,country
tri,16,country
solv,1,country
problem,1,country
hell,3,country
almost,1,country
dawn,1,country
sleepin,1,country
wearin,2,country
thin,2,country
givin,2,country
let,48,country
start,25,country
slippin,8,country
away,17,country
harder,2,country
everyday,2,country
wound,2,country
real,3,country
commun,1,country
kill,1,country
everi,20,country
open,3,country
work,3,country
got,27,country
kind,19,country
peopl,6,country
dream,30,country
point,1,country
deep,6,country
within,2,country
melodi,6,country
song,12,country
san,6,country
anton,6,country
live,20,country
beneath,3,country
star,6,country
found,9,country
besid,2,country
alamo,4,country
enchant,2,country
strang,2,country
blue,12,country
moonlit,4,country
pa,5,country
would,20,country
know,38,country
hear,27,country
moon,7,country
splendor,2,country
call,20,country
rose,8,country
sweet,3,country
tender,2,country
petal,2,country
fall,22,country
apart,4,country
speak,2,country
empti,3,country
sometim,3,country
late,5,country
awak,1,country
watch,4,country
sleep,6,country
peac,4,country
turn,13,country
light,15,country
lay,5,country
morn,1,country
ever,4,country
doubt,2,country
feel,14,country
much,9,country
show,14,country
day,16,country
earth,6,country
must,7,country
face,6,country
world,9,country
gave,3,country
gonna,23,country
enough,5,country
knew,21,country
regret,1,country
reveal,1,country
made,7,country
promis,8,country
avoid,1,country
circumst,1,country
second,1,country
tell,26,country
someon,9,country
think,16,country
close,6,country
mine,24,country
tie,2,country
bind,4,country
easi,3,country
fool,8,country
sure,1,country
known,2,country
prof,1,country
hide,3,country
id,21,country
tide,1,country
win,30,country
arm,21,country
wont,27,country
limit,4,country
climb,3,country
captur,7,country
that,25,country
tast,2,country
there,1,country
sweeter,1,country
gift,1,country
heaven,1,country
offer,1,country
oh,32,country
across,4,country
yeah,39,country
rest,4,country
lone,29,country
mansion,1,country
room,6,country
halo,2,country
money,6,country
sorrow,3,country
play,2,country
cheatin,7,country
game,1,country
silver,4,country
thread,4,country
golden,4,country
needl,4,country
cannot,5,country
mend,7,country
dare,2,country
drown,2,country
warm,4,country
glow,2,country
buy,4,country
straightin,1,country
order,2,country
swear,1,country
bendin,1,country
knee,1,country
becom,1,country
good,4,country
lord,4,country
ask,10,country
forgiv,2,country
insid,4,country
miseri,1,country
paid,1,country
mistak,1,country
mmmm,1,country
god,3,country
blind,1,country
darlin,1,country
highway,3,country
seem,4,country
listenin,1,country
ten,3,country
year,6,country
ago,3,country
today,6,country
better,16,country
job,2,country
billboard,1,country
brake,1,country
car,6,country
jump,3,country
bag,1,country
guitar,3,country
doesnt,4,country
matter,4,country
anymor,4,country
ridin,6,country
thumb,8,country
mexico,6,country
ride,3,country
til,19,country
well,22,country
left,1,country
travelin,1,country
atmospher,2,country
place,7,country
north,1,country
carolina,1,country
hill,1,country
pappi,7,country
brew,5,country
lightn,1,country
sun,2,country
went,3,country
hed,4,country
fill,1,country
jug,1,country
mmmhmm,1,country
around,12,country
mighti,4,country
pleasin,5,country
homesqueezin,2,country
bwsh,5,country
lightnin,7,country
gmen,3,country
tmen,3,country
revenu,3,country
searchin,3,country
book,7,country
kept,4,country
cookin,3,country
stead,1,country
mountain,3,country
dew,1,country
sip,1,country
bug,2,country
flashin,1,country
thunder,3,country
clashin,1,country
citi,10,country
slicker,1,country
tough,2,country
wanna,3,country
power,1,country
stuff,1,country
shlug,1,country
drank,1,country
heard,7,country
amoanin,1,country
hit,1,country
rut,2,country
habitu,1,country
predict,1,country
oughta,2,country
drive,5,country
fli,7,country
limb,1,country
whim,1,country
mood,9,country
nowher,3,country
hang,16,country
sign,6,country
disturb,3,country
u,16,country
three,3,country
pm,3,country
chain,3,country
rattl,3,country
catch,7,country
wind,10,country
saddl,3,country
move,3,country
use,3,country
danc,2,country
rate,1,country
elev,1,country
bring,6,country
degre,2,country
hemispher,1,country
outta,1,country
lover,5,country
rev,7,country
engin,4,country
chevi,1,country
fanci,1,country
pickup,1,country
truck,1,country
cool,1,country
cadillac,7,country
jacuzzi,1,country
classi,1,country
chassi,1,country
ahuntin,1,country
speed,3,country
slow,4,country
soul,4,country
motor,3,country
run,8,country
number,6,country
crazi,3,country
ladi,3,country
cylind,3,country
raci,1,country
town,4,country
babe,2,country
heartbreak,1,country
harley,1,country
full,6,country
steam,1,country
machin,1,country
sexi,1,country
stretch,1,country
limousin,1,country
first,1,country
scene,2,country
church,4,country
altar,1,country
claim,1,country
joy,1,country
wish,1,country
luck,1,country
forev,3,country
next,1,country
crowd,1,country
courtroom,5,country
stranger,2,country
sat,1,country
judg,1,country
decis,1,country
longer,1,country
wife,1,country
hate,1,country
manmad,1,country
law,3,country
push,3,country
asid,1,country
clerk,1,country
wrote,3,country
record,1,country
shook,1,country
stop,6,country
useless,1,country
yesterdaythos,1,country
hour,3,country
heel,3,country
aparti,1,country
ticket,2,country
outbound,4,country
plane,6,country
somehow,2,country
talk,3,country
cheap,1,country
may,7,country
figur,2,country
standin,2,country
talkin,3,country
realli,9,country
care,5,country
blame,7,country
free,5,country
folk,2,country
pace,2,country
floor,6,country
head,8,country
two,10,country
aiport,1,country
neither,1,country
hat,1,country
crown,1,country
upsid,1,country
laughter,1,country
share,1,country
wing,3,country
leav,8,country
flyin,1,country
texa,1,country
johnni,1,country
cash,1,country
sing,3,country
hectic,1,country
countri,13,country
read,4,country
magazin,1,country
snuff,1,country
music,8,country
news,2,country
predetermin,1,country
sunday,2,country
street,1,country
nashvil,2,country
hum,3,country
choru,1,country
latest,1,country
whoop,1,country
tootsi,1,country
inform,1,country
local,1,country
picker,1,country
usa,4,country
singer,2,country
homemad,3,country
everywher,3,country
corner,1,country
booth,1,country
limebaugh,1,country
coffe,1,country
eat,1,country
chili,1,country
earnest,1,country
tubb,1,country
tune,1,country
monday,1,country
nobodi,6,country
seen,1,country
ol,1,country
17th,1,country
16th,1,country
avenu,1,country
listen,1,country
hard,1,country
exactli,1,country
radio,2,country
ringin,1,country
singin,1,country
ahummin,1,country
shaggi,1,country
hair,2,country
spread,1,country
reckon,1,country
lot,6,country
k13,1,country
favorit,2,country
sippin,1,country
friendli,1,country
fun,1,country
lovin,2,country
straight,10,country
tequila,10,country
shell,5,country
readi,9,country
fight,5,country
chabli,1,country
quarter,1,country
mayb,1,country
salt,1,country
lime,1,country
shoot,1,country
plan,2,country
whole,4,country
makin,1,country
build,2,country
castl,1,country
queen,1,country
best,9,country
intent,6,country
loser,1,country
seldom,1,country
winner,1,country
wrap,1,country
tight,2,country
pleas,1,country
bestlaid,1,country
slip,2,country
except,1,country
pray,5,country
understand,2,country
grant,2,country
girl,18,country
lucki,1,country
deserv,1,country
devot,1,country
sunshin,1,country
feelin,1,country
high,2,country
season,4,country
shine,4,country
grad,1,country
send,2,country
reel,1,country
steal,1,country
throught,1,country
summer,3,country
flow,2,country
grow,2,country
smallest,2,country
bird,2,country
candl,1,country
rite,1,country
wonder,5,country
space,1,country
embrac,1,country
ust,1,country
window,1,country
sunset,1,country
blackout,1,country
curtain,1,country
help,1,country
daylight,2,country
wholl,3,country
stay,3,country
theyr,7,country
lead,3,country
death,1,country
hous,5,country
supper,1,country
request,1,country
winter,2,country
near,2,country
moment,2,country
heartach,3,country
worst,2,country
yet,1,country
begun,1,country
raindrop,5,country
guy,2,country
whose,1,country
foot,2,country
bed,1,country
fit,2,country
meet,1,country
defeat,1,country
step,2,country
greet,2,country
soon,5,country
red,2,country
complain,2,country
worri,2,country
fair,6,country
hug,1,country
tire,1,country
fire,5,country
desir,2,country
toss,4,country
slumber,2,country
traffic,1,country
jam,1,country
commut,1,country
monthli,1,country
quota,1,country
daili,1,country
grind,1,country
hurri,1,country
pressur,1,country
shove,2,country
edg,2,country
meanwhil,5,country
ranch,5,country
front,8,country
porch,7,country
swing,3,country
blanch,3,country
