word,frequency,genre
break,6,blues
shake,21,blues
givin,1,blues
sight,1,blues
blind,1,blues
sweet,17,blues
pride,5,blues
joy,5,blues
lover,6,blues
yeah,23,blues
heart,14,blues
soul,6,blues
grow,4,blues
old,20,blues
long,16,blues
lean,2,blues
mess,2,blues
finest,1,blues
wine,2,blues
stick,1,blues
end,6,blues
iceman,7,blues
cool,6,blues
ye,23,blues
ladi,2,blues
alway,6,blues
around,21,blues
leona,1,blues
texa,3,blues
heat,2,blues
coolest,1,blues
place,7,blues
town,16,blues
guitar,4,blues
mix,2,blues
ice,4,blues
sometim,4,blues
sound,7,blues
twice,6,blues
call,14,blues
al,1,blues
probabl,1,blues
freez,1,blues
whip,2,blues
twister,1,blues
turn,8,blues
tornado,2,blues
breez,1,blues
peopl,18,blues
fixin,1,blues
chill,3,blues
follow,3,blues
instruct,1,blues
bourbon,7,blues
scotch,7,blues
tonight,5,blues
wanna,6,blues
drunk,3,blues
sit,7,blues
stone,7,blues
mellow,2,blues
feelin,2,blues
real,1,blues
dreamin,4,blues
bar,8,blues
bartend,5,blues
want,13,blues
ahha,2,blues
uhm,2,blues
tastin,1,blues
sippin,1,blues
gettin,3,blues
roll,8,blues
dizzi,2,blues
couldnt,4,blues
hardli,2,blues
sip,1,blues
stool,1,blues
rockin,1,blues
wall,2,blues
clock,2,blues
eleven,1,blues
oclock,3,blues
late,5,blues
sir,1,blues
drinkin,1,blues
alcohol,3,blues
quarter,1,blues
struck,7,blues
must,1,blues
confess,1,blues
without,3,blues
darlin,9,blues
solid,1,blues
thinkin,1,blues
thrill,1,blues
fill,4,blues
ya,16,blues
rememb,1,blues
fool,4,blues
forget,4,blues
swore,1,blues
ton,1,blues
brick,1,blues
hit,4,blues
head,8,blues
yet,3,blues
everi,13,blues
fine,3,blues
beatin,1,blues
crazi,5,blues
blood,1,blues
wild,1,blues
mighti,2,blues
start,2,blues
flyin,1,blues
meet,3,blues
tell,13,blues
knock,3,blues
foot,6,blues
kiss,3,blues
trip,1,blues
theyr,2,blues
doggon,3,blues
beat,2,blues
went,9,blues
crossroad,8,blues
fell,4,blues
knee,5,blues
ask,3,blues
merci,3,blues
save,5,blues
poor,6,blues
bob,5,blues
yeoo,1,blues
standin,5,blues
tri,10,blues
flag,2,blues
ride,3,blues
ooo,4,blues
eeee,1,blues
nobodi,9,blues
seem,3,blues
everybodi,5,blues
pa,6,blues
risin,4,blues
eee,3,blues
sinkin,2,blues
friend,21,blues
willi,2,blues
brown,3,blues
blue,21,blues
mornin,9,blues
east,2,blues
west,3,blues
distress,1,blues
mmmmm,4,blues
ah,5,blues
walkin,5,blues
worri,11,blues
child,3,blues
tore,2,blues
upsid,2,blues
travel,1,blues
round,5,blues
lowdown,6,blues
shakin,2,blues
preach,1,blues
em,4,blues
achin,2,blues
diseas,2,blues
consumpt,1,blues
kill,6,blues
degre,1,blues
studi,3,blues
rain,5,blues
drive,7,blues
studyin,1,blues
stilry1,1,blues
sittin,8,blues
lone,7,blues
tryin,2,blues
mistreat,3,blues
live,9,blues
anoth,7,blues
tear,2,blues
fallin,5,blues
anyth,3,blues
fightin,1,blues
first,3,blues
met,6,blues
togeth,4,blues
total,1,blues
wast,1,blues
guess,1,blues
fault,6,blues
truth,1,blues
cannot,1,blues
hide,2,blues
ever,4,blues
side,15,blues
happi,1,blues
done,13,blues
leav,20,blues
dig,5,blues
suffer,5,blues
paid,2,blues
due,2,blues
need,5,blues
stand,5,blues
accus,1,blues
rule,1,blues
lot,1,blues
your,16,blues
strong,1,blues
ha,14,blues
train,11,blues
corner,1,blues
hang,3,blues
carri,7,blues
ash,2,blues
dust,2,blues
show,5,blues
trust,1,blues
wish,4,blues
wreck,1,blues
engin,1,blues
fireman,1,blues
neck,3,blues
bring,4,blues
smokecloud,2,blues
rise,2,blues
best,2,blues
fall,2,blues
sky,1,blues
mmm,31,blues
rainin,6,blues
outdoor,6,blues
joker,1,blues
lucki,1,blues
stole,1,blues
taken,4,blues
nation,1,blues
sack,1,blues
wind,5,blues
howl,3,blues
troubl,15,blues
throw,3,blues
found,4,blues
winter,2,blues
comin,4,blues
slow,1,blues
that,8,blues
dri,4,blues
low,5,blues
care,5,blues
boogiewoogi,2,blues
anyhow,1,blues
came,3,blues
hast,1,blues
street,1,blues
talkin,2,blues
henri,1,blues
swing,1,blues
club,1,blues
decid,1,blues
drop,1,blues
realli,2,blues
havin,1,blues
ball,2,blues
boogi,1,blues
chillun,1,blues
layin,1,blues
n,1,blues
papa,4,blues
felt,1,blues
boogien,1,blues
treat,12,blues
callin,1,blues
ooh,2,blues
chanc,2,blues
prove,1,blues
travelin,1,blues
alon,6,blues
realiz,1,blues
goodby,9,blues
may,13,blues
shut,2,blues
despair,1,blues
wash,1,blues
race,1,blues
million,1,blues
direct,1,blues
answer,4,blues
true,8,blues
share,1,blues
friendship,1,blues
form,1,blues
bond,1,blues
endin,1,blues
doubt,1,blues
lookin,2,blues
cmon,1,blues
gal,5,blues
waaaaaaah,1,blues
els,4,blues
rock,5,blues
hahaha,1,blues
cookin,1,blues
jive,1,blues
honey,9,blues
workin,2,blues
pot,1,blues
ga,1,blues
high,2,blues
uh,32,blues
earli,4,blues
upon,2,blues
whoooo,4,blues
hello,1,blues
satan,1,blues
devil,3,blues
satisfi,1,blues
dog,3,blues
doin,5,blues
dontcha,1,blues
musta,1,blues
evil,8,blues
spirit,2,blues
deep,3,blues
ground,7,blues
buri,4,blues
bodi,8,blues
dead,2,blues
greyhound,1,blues
bu,1,blues
mood,19,blues
god,5,blues
far,5,blues
told,4,blues
puttin,1,blues
milk,10,blues
cow,7,blues
earth,4,blues
calf,3,blues
turnin,3,blues
hungri,3,blues
suck,3,blues
outta,1,blues
milkin,1,blues
churnin,1,blues
nowhow,1,blues
ramblin,7,blues
hee,1,blues
mile,3,blues
bull,1,blues
strang,2,blues
floodin,2,blues
telephon,2,blues
line,5,blues
singl,1,blues
dark,8,blues
cloud,2,blues
rollin,3,blues
flood,2,blues
water,2,blues
insan,3,blues
leavin,4,blues
spare,2,blues
reason,2,blues
wring,1,blues
wonder,5,blues
could,10,blues
bear,1,blues
apolog,1,blues
sympath,2,blues
skin,1,blues
ay,2,blues
yowhi,1,blues
opinion,1,blues
watch,3,blues
enemi,3,blues
harm,1,blues
return,1,blues
salt,2,blues
sea,4,blues
thee,2,blues
seat,2,blues
fourth,1,blues
moment,1,blues
marri,4,blues
hous,4,blues
carpent,3,blues
mine,6,blues
king,5,blues
daughter,1,blues
shed,2,blues
forsaken,2,blues
crown,5,blues
gold,7,blues
along,3,blues
grass,1,blues
green,2,blues
bank,1,blues
pick,4,blues
gave,2,blues
darl,2,blues
compani,4,blues
hadnt,3,blues
ship,3,blues
week,2,blues
til,8,blues
began,1,blues
bitterli,1,blues
silver,3,blues
store,2,blues
whose,2,blues
four,6,blues
sprung,1,blues
leak,2,blues
bottom,5,blues
sunk,1,blues
piec,5,blues
mountainsid,1,blues
tumbl,3,blues
pocket,3,blues
worn,1,blues
smooth,1,blues
grandmoth,1,blues
chair,2,blues
wait,8,blues
fear,1,blues
mayb,3,blues
dusti,1,blues
bucket,2,blues
rope,2,blues
whenc,1,blues
someon,3,blues
figur,1,blues
lower,1,blues
middl,1,blues
claw,1,blues
stare,1,blues
passway,4,blues
pain,1,blues
appetit,1,blues
bird,6,blues
whistl,2,blues
betray,2,blues
overtaken,2,blues
ere,1,blues
certainli,1,blues
laid,3,blues
rider,10,blues
leg,8,blues
truck,2,blues
asham,1,blues
movin,2,blues
hail,4,blues
umm,1,blues
worryin,1,blues
hellhound,3,blues
trail,3,blues
christma,5,blues
eve,3,blues
aw,1,blues
huh,33,blues
sprinkl,2,blues
powder,2,blues
hmm,6,blues
leaf,2,blues
tremblin,3,blues
tree,4,blues
mari,1,blues
lamb,2,blues
fleec,1,blues
white,1,blues
snow,2,blues
school,3,blues
broke,1,blues
teacher,1,blues
tisket,1,blues
tasket,1,blues
yellow,1,blues
basket,1,blues
sent,1,blues
letter,2,blues
past,2,blues
straight,1,blues
crow,2,blues
fli,2,blues
coast,1,blues
tast,1,blues
gumbo,1,blues
introduc,4,blues
zydeco,4,blues
strainer,1,blues
jukejoint,1,blues
rub,1,blues
board,1,blues
yeahh,1,blues
move,2,blues
lane,1,blues
buddi,2,blues
stranger,1,blues
second,1,blues
music,2,blues
byeby,1,blues
big,4,blues
brother,1,blues
listen,4,blues
clifton,1,blues
chenier,1,blues
statist,1,blues
shrinkwrap,1,blues
funtim,1,blues
thibodaux,1,blues
semi,1,blues
touch,2,blues
brake,1,blues
bayou,1,blues
sign,1,blues
beacon,1,blues
air,2,blues
grace,2,blues
catch,2,blues
mewhat,2,blues
woke,3,blues
mornintroubl,1,blues
knockin,3,blues
what,3,blues
troublegreat,2,blues
macondont,1,blues
itlet,2,blues
sometimehow,1,blues
hangin,1,blues
hereworri,1,blues
knockintroubl,2,blues
knockinc,1,blues
mani,2,blues
thought,5,blues
fallen,3,blues
waysid,2,blues
torn,1,blues
asund,1,blues
buckl,2,blues
promis,3,blues
thou,4,blues
offer,1,blues
wayward,1,blues
sinner,1,blues
confus,1,blues
surround,3,blues
waver,1,blues
faith,1,blues
quiet,1,blues
understand,1,blues
weight,1,blues
cross,1,blues
hearken,2,blues
voic,2,blues
morn,11,blues
kingdom,2,blues
continu,1,blues
step,1,blues
embrac,1,blues
begin,3,blues
kati,9,blues
cellar,1,blues
clover,1,blues
soft,2,blues
mother,4,blues
hold,3,blues
name,5,blues
use,2,blues
boneyard,1,blues
deed,2,blues
quit,7,blues
sharpen,3,blues
razor,3,blues
moonless,3,blues
behind,4,blues
sorrow,1,blues
final,1,blues
silenc,1,blues
wood,1,blues
steel,1,blues
across,2,blues
ran,1,blues
countri,3,blues
tamal,3,blues
broken,2,blues
famili,2,blues
glass,3,blues
whiskey,3,blues
nowher,1,blues
much,3,blues
stop,2,blues
meant,3,blues
grab,1,blues
suitcas,1,blues
kid,1,blues
itch,1,blues
wander,4,blues
grey,1,blues
wrinkl,1,blues
arent,1,blues
lose,1,blues
reach,1,blues
shoebox,1,blues
full,1,blues
bone,1,blues
lie,1,blues
anyon,1,blues
whatev,1,blues
happen,2,blues
wheel,1,blues
fiddl,1,blues
tune,1,blues
heel,1,blues
wobbl,1,blues
mumbl,1,blues
wake,2,blues
damn,1,blues
magic,1,blues
dream,7,blues
saw,2,blues
scream,1,blues
basebal,1,blues
flannel,1,blues
arm,3,blues
voodoo,1,blues
doll,1,blues
sweat,1,blues
crook,1,blues
brow,1,blues
besid,1,blues
wisecrack,1,blues
mouth,1,blues
tip,1,blues
bottl,1,blues
pour,5,blues
capman,3,blues
bootman,3,blues
horizont,1,blues
note,2,blues
frantic,1,blues
skip,1,blues
manic,1,blues
songwrit,1,blues
pulleddown,1,blues
rhyme,1,blues
leaveem,1,blues
halfway,1,blues
surpris,1,blues
boil,1,blues
rice,1,blues
sens,1,blues
bazooka,1,blues
buddha,1,blues
joe,1,blues
cornmeal,1,blues
hate,3,blues
land,1,blues
boot,1,blues
coat,1,blues
box,1,blues
song,3,blues
wrote,3,blues
hell,1,blues
playin,4,blues
accusin,6,blues
motherinlaw,1,blues
downtown,1,blues
messin,1,blues
serf,4,blues
livin,1,blues
pack,2,blues
put,3,blues
cream,2,blues
sleep,2,blues
nerv,1,blues
fuss,1,blues
fight,1,blues
nightmar,1,blues
eat,1,blues
bite,1,blues
goneha,2,blues
tabl,1,blues
dirti,6,blues
pool,2,blues
shot,3,blues
eightbal,1,blues
lifelif,2,blues
game,3,blues
tellin,1,blues
pay,3,blues
mistak,1,blues
person,4,blues
fun,5,blues
friar,6,blues
point,6,blues
barrelhous,4,blues
vicksburg,4,blues
clean,4,blues
tennesse,4,blues
hop,2,blues
state,4,blues
front,4,blues
teeth,4,blues
mortgag,2,blues
lien,2,blues
rosedal,4,blues
riversid,3,blues
squeez,4,blues
lemon,4,blues
juic,6,blues
la,12,blues
funni,3,blues
groundhog,2,blues
rootin,2,blues
root,3,blues
toadsn,1,blues
frog,1,blues
hip,1,blues
whup,1,blues
ol,1,blues
betcha,1,blues
dollar,3,blues
na,1,blues
hog,1,blues
joli,12,blues
blond,8,blues
tu,9,blues
quitté,8,blues
aller,4,blues
ho,1,blues
tite,3,blues
moi,2,blues
je,2,blues
laim,2,blues
cooper,1,blues
yai,2,blues
wwwcajunlyricscom,2,blues
quitt,1,blues
san,1,blues
anton,1,blues
california,1,blues
nice,1,blues
tavern,1,blues
gay,1,blues
sat,1,blues
ohh,1,blues
spend,1,blues
monday,1,blues
plenti,3,blues
gather,1,blues
empti,1,blues
drink,3,blues
sorri,1,blues
taught,2,blues
rowdi,1,blues
jail,2,blues
bail,1,blues
haunt,1,blues
forti,1,blues
corn,3,blues
liquor,1,blues
pretti,3,blues
ach,1,blues
wouldv,1,blues
gambl,1,blues
hole,3,blues
meadow,1,blues
pale,1,blues
toward,1,blues
bread,1,blues
whiski,1,blues
grave,1,blues
notion,1,blues
jump,1,blues
drown,2,blues
gamblin,1,blues
wife,2,blues
firesid,1,blues
iren,14,blues
goodnight,13,blues
young,1,blues
born,1,blues
till,1,blues
morphin,2,blues
glad,2,blues
tight,1,blues
coffe,3,blues
reminisc,1,blues
miss,1,blues
stray,1,blues
spine,1,blues
bliss,1,blues
outsid,1,blues
build,1,blues
log,1,blues
hiss,1,blues
burn,4,blues
next,2,blues
room,1,blues
elbow,1,blues
cabin,1,blues
frost,1,blues
window,1,blues
new,4,blues
tender,1,blues
jess,5,blues
jame,5,blues
uhuh,1,blues
least,1,blues
johnni,1,blues
dough,1,blues
cat,2,blues
heh,1,blues
guy,1,blues
warn,2,blues
imma,1,blues
mad,6,blues
read,3,blues
tie,2,blues
gag,1,blues
throat,1,blues
holla,1,blues
bubbl,1,blues
grrr,1,blues
rrr,1,blues
aww,1,blues
yea,1,blues
kind,2,blues
evilheart,1,blues
oooh,1,blues
aaint,1,blues
johnson,1,blues
soandso,1,blues
kindheart,2,blues
sugar,26,blues
granul,2,blues
eas,3,blues
miseri,1,blues
braggin,4,blues
someth,2,blues
bootlegg,1,blues
sell,2,blues
five,1,blues
pound,1,blues
tea,2,blues
yesterday,1,blues
doe,12,blues
sad,12,blues
moth,1,blues
flame,1,blues
wing,1,blues
brand,1,blues
law,1,blues
possess,2,blues
judgment,2,blues
pray,1,blues
mountain,2,blues
whole,2,blues
biscuit,1,blues
roller,1,blues
fold,2,blues
slowli,2,blues
yo,1,blues
set,2,blues
rambl,2,blues
unkind,2,blues
look,21,country
u,25,country
babi,40,country
night,40,country
tear,18,country
love,219,country
apart,6,country
arent,1,country
two,16,country
peopl,8,country
live,28,country
year,13,country
dark,6,country
ahh,1,country
everi,30,country
time,75,country
tri,21,country
walk,38,country
away,34,country
someth,5,country
make,39,country
turn,22,country
around,19,country
stay,11,country
tell,63,country
get,47,country
crazi,8,country
aint,44,country
right,32,country
keep,38,country
head,10,country
littl,48,country
girl,30,country
lone,33,country
worri,4,country
hold,24,country
tight,3,country
caught,7,country
world,14,country
caus,50,country
noth,16,country
wrong,8,country
far,10,country
see,43,country
harder,3,country
ha,17,country
slip,2,country
ring,9,country
finger,3,country
room,9,country
found,12,country
stranger,2,country
promis,8,country
moon,9,country
mani,3,country
lie,26,country
must,7,country
told,13,country
think,43,country
your,41,country
rich,5,country
man,41,country
pocket,6,country
full,9,country
gold,7,country
anoth,16,country
treasur,2,country
say,52,country
anyth,3,country
pleasur,1,country
worth,3,country
troubl,1,country
bring,9,country
surpris,3,country
son,8,country
know,68,country
wa,47,country
gonna,39,country
wind,13,country
end,12,country
gun,2,country
jealou,2,country
guy,2,country
show,15,country
pay,4,country
done,15,country
tombston,1,country
yeah,47,country
close,21,country
watch,8,country
heart,67,country
mine,34,country
eye,21,country
wide,4,country
open,4,country
tie,2,country
bind,4,country
line,16,country
find,16,country
easi,9,country
true,20,country
alon,19,country
day,46,country
ye,11,country
ill,46,country
admit,5,country
im,112,country
fool,8,country
sure,7,country
light,19,country
mind,42,country
happi,24,country
known,10,country
prof,1,country
got,41,country
way,39,country
side,8,country
give,27,country
hide,4,country
id,27,country
even,13,country
tide,1,country
cheatin,7,country
weep,1,country
cri,18,country
sleep,12,country
wont,31,country
come,33,country
whole,7,country
like,75,country
fall,25,country
rain,20,country
toss,4,country
call,27,country
name,12,country
floor,14,country
pine,3,country
crave,1,country
threw,1,country
blue,34,country
raindrop,5,country
whose,1,country
foot,3,country
big,16,country
bed,3,country
seem,16,country
fit,2,country
talk,9,country
sun,8,country
said,28,country
thing,44,country
job,4,country
send,2,country
meet,5,country
defeat,1,country
long,31,country
till,6,country
step,11,country
greet,2,country
doesnt,5,country
mean,8,country
soon,6,country
red,2,country
stop,9,country
complain,2,country
free,8,country
well,35,country
burt,1,country
reynold,1,country
tom,1,country
selleck,1,country
bill,3,country
pike,1,country
car,10,country
old,39,country
relic,1,country
chevrolet,1,country
smile,9,country
cadillac,7,country
style,6,country
condo,1,country
panama,1,country
citi,16,country
could,38,country
member,1,country
poor,1,country
boy,7,country
commite,1,country
kinda,8,country
feel,27,country
ten,3,country
thirti,2,country
lord,6,country
put,8,country
drive,8,country
aliv,2,country
eight,2,country
cylind,3,country
firin,2,country
ga,2,country
alway,42,country
goldfing,2,country
joe,2,country
fashion,2,country
buy,4,country
much,13,country
check,3,country
cashin,2,country
wonder,6,country
aridin,2,country
road,14,country
wait,13,country
life,43,country
makin,7,country
music,15,country
friend,14,country
goin,9,country
place,15,country
seein,3,country
may,11,country
go,59,country
band,2,country
gypsi,1,country
highway,5,country
best,17,country
insist,1,country
turnin,1,country
break,5,country
number,6,country
liza,7,country
jane,7,country
bodi,1,country
frame,1,country
bad,7,country
nothin,17,country
kiss,14,country
oh,70,country
heard,9,country
stori,7,country
read,5,country
write,4,country
wall,1,country
pretend,3,country
chang,17,country
ask,15,country
take,50,country
memori,25,country
without,12,country
someon,10,country
cold,4,country
blow,7,country
went,6,country
carri,3,country
leav,16,country
heartach,4,country
start,28,country
miss,8,country
realli,21,country
shouldnt,8,country
enough,9,country
need,34,country
lead,6,country
somewher,7,country
gettin,9,country
farther,3,country
better,28,country
resist,2,country
isol,1,country
incid,1,country
acquaint,1,country
left,10,country
stun,1,country
first,7,country
attract,1,country
hardest,1,country
hit,3,country
thought,9,country
ever,17,country
overcom,1,country
situat,3,country
pa,8,country
chanc,21,country
encount,2,country
last,26,country
would,31,country
remiss,2,country
wed,8,country
hurt,13,country
somebodi,6,country
els,3,country
goodby,11,country
real,5,country
fast,5,country
farewel,1,country
scar,1,country
wound,2,country
mar,1,country
tough,4,country
strong,4,country
lot,7,country
pain,3,country
cloud,11,country
uh,8,country
young,6,country
learn,9,country
stove,1,country
burn,3,country
hot,4,country
rave,1,country
blissful,1,country
togeth,10,country
guess,4,country
theyr,9,country
isnt,2,country
made,13,country
mayb,5,country
quit,2,country
often,2,country
treat,4,country
good,15,country
second,2,country
sorri,4,country
blind,2,country
took,10,country
sweet,11,country
hasnt,1,country
die,11,country
satisfi,2,country
reason,13,country
sunshin,1,country
feelin,3,country
high,5,country
season,5,country
shine,5,country
let,69,country
grad,1,country
deep,6,country
insid,5,country
reel,1,country
steal,5,country
throught,1,country
summer,3,country
lover,7,country
flow,2,country
mountain,5,country
stream,3,country
grow,5,country
smallest,2,country
dream,48,country
fli,18,country
bird,3,country
wing,4,country
that,41,country
warm,6,country
candl,3,country
rite,1,country
space,2,country
lay,5,country
embrac,1,country
thunder,3,country
face,9,country
back,44,country
ust,1,country
plan,2,country
futur,5,country
somehow,5,country
build,2,country
castl,1,country
though,6,country
queen,1,country
intent,6,country
loser,1,country
seldom,1,country
winner,1,country
wrap,2,country
arm,28,country
pleas,3,country
rememb,20,country
matter,5,country
along,7,country
gave,4,country
bestlaid,1,country
hand,13,country
except,2,country
forgiv,14,country
pray,6,country
understand,4,country
grant,2,country
lucki,1,country
deserv,1,country
devot,2,country
woman,9,country
want,57,country
proud,1,country
ugli,1,country
still,44,country
late,17,country
date,2,country
fine,4,country
minel,1,country
dress,1,country
okay,1,country
hair,3,country
million,5,country
hear,31,country
teasin,3,country
squeezin,3,country
pleasin,5,country
gotta,6,country
heartbeatin,3,country
fire,6,country
breathin,3,country
breathtakin,3,country
earthquakin,3,country
kind,22,country
disagre,1,country
lookin,17,country
cook,1,country
dinner,1,country
black,2,country
mm,1,country
shimmi,1,country
shake,5,country
earth,7,country
quak,1,country
kick,1,country
stomp,2,country
jump,3,country
heel,3,country
toe,1,country
si,1,country
til,20,country
boot,1,country
ach,1,country
movin,4,country
anymor,7,country
everybodi,4,country
aon,1,country
athre,1,country
four,2,country
hup,2,country
sleepin,7,country
foldout,6,country
thank,7,country
mouth,3,country
shoulda,4,country
tonight,11,country
sofab,3,country
famili,5,country
work,9,country
shed,7,country
home,29,country
dang,1,country
earli,1,country
cleanin,1,country
fish,2,country
porch,8,country
believ,9,country
mattress,1,country
awak,2,country
honest,1,country
instead,2,country
tellin,3,country
staff,1,country
spent,4,country
lake,1,country
care,7,country
reach,5,country
scare,6,country
knew,25,country
rock,2,country
strength,3,country
sane,2,country
broken,17,country
bleed,2,country
gone,22,country
prove,4,country
word,10,country
song,23,country
belong,2,country
west,1,country
texa,3,country
forecast,1,country
sunni,1,country
mild,1,country
john,4,country
deer,2,country
tractor,3,country
move,5,country
climbin,1,country
yet,3,country
crop,1,country
stare,2,country
window,4,country
fightin,1,country
wastin,1,country
field,2,country
havin,2,country
problem,3,country
payin,1,country
bank,2,country
final,3,country
lien,1,country
farm,2,country
roll,5,country
dust,4,country
rise,7,country
creat,2,country
sky,29,country
ground,13,country
keepin,4,country
faith,5,country
prayin,3,country
yesterday,2,country
somethin,2,country
town,7,country
hardwar,1,country
store,4,country
help,6,country
sign,7,country
stoppin,1,country
drove,4,country
bear,10,country
lost,13,country
kid,2,country
sympathi,3,country
modern,2,country
em,22,country
forev,7,country
couldnt,11,country
runofthemil,1,country
emot,1,country
definit,1,country
comin,2,country
mornin,4,country
bright,3,country
river,9,country
windin,2,country
fallin,3,country
minut,2,country
borrow,1,country
tomorrow,7,country
share,4,country
stronger,1,country
written,2,country
winter,2,country
near,2,country
moment,3,country
hour,5,country
beat,5,country
hesit,1,country
shi,1,country
danc,26,country
twirl,3,country
intend,2,country
dancin,7,country
invent,4,country
embarrass,1,country
playin,2,country
softli,1,country
movi,3,country
cue,1,country
allaround,1,country
smilin,4,country
bluebird,1,country
singin,2,country
saw,6,country
shinin,2,country
notic,2,country
hurri,2,country
convers,5,country
own,1,country
soul,5,country
somthin,1,country
bout,1,country
angel,13,country
shell,7,country
itll,7,country
happen,4,country
realiz,10,country
tryin,10,country
busi,1,country
rut,2,country
habitu,1,country
predict,1,country
oughta,4,country
new,12,country
wanna,3,country
limb,1,country
whim,1,country
mood,9,country
nowher,4,country
weve,9,country
hang,17,country
disturb,3,country
wake,6,country
three,6,country
pm,3,country
chain,4,country
rattl,3,country
catch,21,country
saddl,4,country
use,9,country
rate,1,country
elev,1,country
degre,3,country
hemispher,1,country
atmospher,2,country
outta,1,country
sit,10,country
sunset,1,country
blackout,1,country
curtain,1,country
ladi,4,country
daylight,2,country
wholl,3,country
death,3,country
hous,7,country
theyll,5,country
rest,4,country
supper,1,country
request,1,country
solv,1,country
hell,3,country
almost,1,country
dawn,1,country
